route_long_name,route_short_name,service_id,hour_of_day,trips_per_hour
RATHBURN,48,4,22,5
RATHBURN,48,4,23,5
RATHBURN,48,4,24,5
RATHBURN,48,4,25,3
RATHBURN,48,401,14,2
RATHBURN,48,401,15,2
BLOOR WEST,49,1,5,4
BLOOR WEST,49,1,6,9
BLOOR WEST,49,1,7,8
BLOOR WEST,49,1,8,10
BLOOR WEST,49,1,9,6
BLOOR WEST,49,1,10,5
BLOOR WEST,49,1,11,5
BLOOR WEST,49,1,12,5
BLOOR WEST,49,1,13,5
BLOOR WEST,49,1,14,5
BLOOR WEST,49,1,15,7
BLOOR WEST,49,1,16,9
BLOOR WEST,49,1,17,9
BLOOR WEST,49,1,18,8
BLOOR WEST,49,1,19,6
BLOOR WEST,49,1,20,5
BLOOR WEST,49,1,21,5
BLOOR WEST,49,1,22,5
BLOOR WEST,49,1,23,5
BLOOR WEST,49,1,24,5
BLOOR WEST,49,1,25,5
BLOOR WEST,49,1,26,4
BLOOR WEST,49,2,5,2
BLOOR WEST,49,2,6,5
BLOOR WEST,49,2,7,5
BLOOR WEST,49,2,8,5
BLOOR WEST,49,2,9,5
BLOOR WEST,49,2,10,5
BLOOR WEST,49,2,11,5
BLOOR WEST,49,2,12,5
BLOOR WEST,49,2,13,5
BLOOR WEST,49,2,14,5
BLOOR WEST,49,2,15,5
BLOOR WEST,49,2,16,5
BLOOR WEST,49,2,17,5
BLOOR WEST,49,2,18,5
BLOOR WEST,49,2,19,5
BLOOR WEST,49,2,20,5
BLOOR WEST,49,2,21,5
BLOOR WEST,49,2,22,5
BLOOR WEST,49,2,23,5
BLOOR WEST,49,2,24,5
BLOOR WEST,49,2,25,5
BLOOR WEST,49,2,26,4
BLOOR WEST,49,3,7,2
BLOOR WEST,49,3,8,5
BLOOR WEST,49,3,9,5
BLOOR WEST,49,3,10,5
BLOOR WEST,49,3,11,5
BLOOR WEST,49,3,12,5
BLOOR WEST,49,3,13,5
BLOOR WEST,49,3,14,5
BLOOR WEST,49,3,15,5
BLOOR WEST,49,3,16,5
BLOOR WEST,49,3,17,5
BLOOR WEST,49,3,18,5
BLOOR WEST,49,3,19,5
BLOOR WEST,49,3,20,5
BLOOR WEST,49,3,21,5
BLOOR WEST,49,3,22,5
BLOOR WEST,49,3,23,5
BLOOR WEST,49,3,24,5
BLOOR WEST,49,3,25,5
BLOOR WEST,49,3,26,4
BLOOR WEST,49,4,5,2
BLOOR WEST,49,4,6,5
BLOOR WEST,49,4,7,5
BLOOR WEST,49,4,8,5
BLOOR WEST,49,4,9,5
BLOOR WEST,49,4,10,5
BLOOR WEST,49,4,11,5
BLOOR WEST,49,4,12,5
BLOOR WEST,49,4,13,5
BLOOR WEST,49,4,14,5
BLOOR WEST,49,4,15,5
BLOOR WEST,49,4,16,5
BLOOR WEST,49,4,17,5
BLOOR WEST,49,4,18,5
BLOOR WEST,49,4,19,5
BLOOR WEST,49,4,20,5
BLOOR WEST,49,4,21,5
BLOOR WEST,49,4,22,5
BLOOR WEST,49,4,23,5
BLOOR WEST,49,4,24,5
BLOOR WEST,49,4,25,5
BLOOR WEST,49,4,26,4
BLOOR WEST,49,401,15,2
BURNHAMTHORPE,50,1,5,5
BURNHAMTHORPE,50,1,6,12
BURNHAMTHORPE,50,1,7,10
BURNHAMTHORPE,50,1,8,11
BURNHAMTHORPE,50,1,9,10
BURNHAMTHORPE,50,1,10,8
BURNHAMTHORPE,50,1,11,8
BURNHAMTHORPE,50,1,12,8
BURNHAMTHORPE,50,1,13,8
BURNHAMTHORPE,50,1,14,8
BURNHAMTHORPE,50,1,15,9
BURNHAMTHORPE,50,1,16,10
BURNHAMTHORPE,50,1,17,10
BURNHAMTHORPE,50,1,18,10
BURNHAMTHORPE,50,1,19,8
BURNHAMTHORPE,50,1,20,7
BURNHAMTHORPE,50,1,21,7
BURNHAMTHORPE,50,1,22,7
BURNHAMTHORPE,50,1,23,7
BURNHAMTHORPE,50,1,24,6
BURNHAMTHORPE,50,1,25,5
BURNHAMTHORPE,50,1,26,3
BURNHAMTHORPE,50,2,5,3
BURNHAMTHORPE,50,2,6,8
BURNHAMTHORPE,50,2,7,8
BURNHAMTHORPE,50,2,8,11
BURNHAMTHORPE,50,2,9,12
BURNHAMTHORPE,50,2,10,12
BURNHAMTHORPE,50,2,11,12
BURNHAMTHORPE,50,2,12,10
BURNHAMTHORPE,50,2,13,10
BURNHAMTHORPE,50,2,14,10
BURNHAMTHORPE,50,2,15,10
BURNHAMTHORPE,50,2,16,10
BURNHAMTHORPE,50,2,17,10
BURNHAMTHORPE,50,2,18,10
BURNHAMTHORPE,50,2,19,8
BURNHAMTHORPE,50,2,20,9
BURNHAMTHORPE,50,2,21,8
BURNHAMTHORPE,50,2,22,10
BURNHAMTHORPE,50,2,23,10
BURNHAMTHORPE,50,2,24,9
BURNHAMTHORPE,50,2,25,5
BURNHAMTHORPE,50,2,26,3
BURNHAMTHORPE,50,3,7,2
BURNHAMTHORPE,50,3,8,11
BURNHAMTHORPE,50,3,9,12
BURNHAMTHORPE,50,3,10,12
BURNHAMTHORPE,50,3,11,12
BURNHAMTHORPE,50,3,12,12
BURNHAMTHORPE,50,3,13,12
BURNHAMTHORPE,50,3,14,12
BURNHAMTHORPE,50,3,15,12
BURNHAMTHORPE,50,3,16,12
BURNHAMTHORPE,50,3,17,12
BURNHAMTHORPE,50,3,18,12
BURNHAMTHORPE,50,3,19,9
BURNHAMTHORPE,50,3,20,9
BURNHAMTHORPE,50,3,21,8
BURNHAMTHORPE,50,3,22,10
BURNHAMTHORPE,50,3,23,10
BURNHAMTHORPE,50,3,24,9
BURNHAMTHORPE,50,3,25,5
BURNHAMTHORPE,50,3,26,3
BURNHAMTHORPE,50,4,5,3
BURNHAMTHORPE,50,4,6,8
BURNHAMTHORPE,50,4,7,8
BURNHAMTHORPE,50,4,8,11
BURNHAMTHORPE,50,4,9,12
BURNHAMTHORPE,50,4,10,12
BURNHAMTHORPE,50,4,11,12
BURNHAMTHORPE,50,4,12,12
BURNHAMTHORPE,50,4,13,12
BURNHAMTHORPE,50,4,14,12
BURNHAMTHORPE,50,4,15,12
BURNHAMTHORPE,50,4,16,12
BURNHAMTHORPE,50,4,17,12
BURNHAMTHORPE,50,4,18,12
BURNHAMTHORPE,50,4,19,9
BURNHAMTHORPE,50,4,20,9
BURNHAMTHORPE,50,4,21,8
BURNHAMTHORPE,50,4,22,10
BURNHAMTHORPE,50,4,23,10
BURNHAMTHORPE,50,4,24,9
BURNHAMTHORPE,50,4,25,5
BURNHAMTHORPE,50,4,26,3
BURNHAMTHORPE,50,401,15,1
QUEEN,501,1,3,1
QUEEN,501,1,4,8
QUEEN,501,1,5,26
QUEEN,501,1,6,29
QUEEN,501,1,7,32
QUEEN,501,1,8,31
QUEEN,501,1,9,35
QUEEN,501,1,10,33
QUEEN,501,1,11,33
QUEEN,501,1,12,34
QUEEN,501,1,13,35
QUEEN,501,1,14,36
QUEEN,501,1,15,37
QUEEN,501,1,16,38
QUEEN,501,1,17,39
QUEEN,501,1,18,38
QUEEN,501,1,19,38
QUEEN,501,1,20,42
QUEEN,501,1,21,37
QUEEN,501,1,22,39
QUEEN,501,1,23,38
QUEEN,501,1,24,32
QUEEN,501,1,25,26
QUEEN,501,1,26,16
QUEEN,501,1,27,4
QUEEN,501,2,3,3
QUEEN,501,2,4,9
QUEEN,501,2,5,24
QUEEN,501,2,6,27
QUEEN,501,2,7,33
QUEEN,501,2,8,31
QUEEN,501,2,9,33
QUEEN,501,2,10,31
QUEEN,501,2,11,33
QUEEN,501,2,12,36
QUEEN,501,2,13,38
QUEEN,501,2,14,36
QUEEN,501,2,15,38
QUEEN,501,2,16,37
QUEEN,501,2,17,36
QUEEN,501,2,18,38
QUEEN,501,2,19,36
QUEEN,501,2,20,36
QUEEN,501,2,21,33
QUEEN,501,2,22,38
QUEEN,501,2,23,39
QUEEN,501,2,24,34
QUEEN,501,2,25,28
QUEEN,501,2,26,17
QUEEN,501,2,27,4
QUEEN,501,2,28,1
QUEEN,501,3,3,1
QUEEN,501,3,4,9
QUEEN,501,3,5,24
QUEEN,501,3,6,27
QUEEN,501,3,7,28
QUEEN,501,3,8,31
QUEEN,501,3,9,30
QUEEN,501,3,10,32
QUEEN,501,3,11,32
QUEEN,501,3,12,32
QUEEN,501,3,13,33
QUEEN,501,3,14,33
QUEEN,501,3,15,33
QUEEN,501,3,16,33
QUEEN,501,3,17,33
QUEEN,501,3,18,33
QUEEN,501,3,19,33
QUEEN,501,3,20,33
QUEEN,501,3,21,32
QUEEN,501,3,22,35
QUEEN,501,3,23,35
QUEEN,501,3,24,31
QUEEN,501,3,25,25
QUEEN,501,3,26,15
QUEEN,501,3,27,3
QUEEN,501,4,3,1
QUEEN,501,4,4,9
QUEEN,501,4,5,24
QUEEN,501,4,6,27
QUEEN,501,4,7,28
QUEEN,501,4,8,31
QUEEN,501,4,9,30
QUEEN,501,4,10,32
QUEEN,501,4,11,32
QUEEN,501,4,12,32
QUEEN,501,4,13,33
QUEEN,501,4,14,33
QUEEN,501,4,15,33
QUEEN,501,4,16,33
QUEEN,501,4,17,33
QUEEN,501,4,18,33
QUEEN,501,4,19,33
QUEEN,501,4,20,33
QUEEN,501,4,21,32
QUEEN,501,4,22,35
QUEEN,501,4,23,35
QUEEN,501,4,24,31
QUEEN,501,4,25,25
QUEEN,501,4,26,15
QUEEN,501,4,27,3
KINGSTON RD,503,1,4,1
KINGSTON RD,503,1,5,9
KINGSTON RD,503,1,6,20
KINGSTON RD,503,1,7,26
KINGSTON RD,503,1,8,31
KINGSTON RD,503,1,9,35
KINGSTON RD,503,1,10,30
KINGSTON RD,503,1,11,26
KINGSTON RD,503,1,12,25
KINGSTON RD,503,1,13,25
KINGSTON RD,503,1,14,29
KINGSTON RD,503,1,15,35
KINGSTON RD,503,1,16,39
KINGSTON RD,503,1,17,39
KINGSTON RD,503,1,18,39
KINGSTON RD,503,1,19,35
KINGSTON RD,503,1,20,30
KINGSTON RD,503,1,21,26
KINGSTON RD,503,1,22,25
KINGSTON RD,503,1,23,24
KINGSTON RD,503,1,24,22
KINGSTON RD,503,1,25,11
KINGSTON RD,503,1,26,1
KINGSTON RD,503,2,4,3
KINGSTON RD,503,2,5,15
KINGSTON RD,503,2,6,22
KINGSTON RD,503,2,7,23
KINGSTON RD,503,2,8,23
KINGSTON RD,503,2,9,24
KINGSTON RD,503,2,10,24
KINGSTON RD,503,2,11,24
KINGSTON RD,503,2,12,24
KINGSTON RD,503,2,13,24
KINGSTON RD,503,2,14,25
KINGSTON RD,503,2,15,25
KINGSTON RD,503,2,16,25
KINGSTON RD,503,2,17,25
KINGSTON RD,503,2,18,25
KINGSTON RD,503,2,19,25
KINGSTON RD,503,2,20,25
KINGSTON RD,503,2,21,24
KINGSTON RD,503,2,22,24
KINGSTON RD,503,2,23,24
KINGSTON RD,503,2,24,23
KINGSTON RD,503,2,25,21
KINGSTON RD,503,2,26,10
KINGSTON RD,503,3,4,1
KINGSTON RD,503,3,5,6
KINGSTON RD,503,3,6,13
KINGSTON RD,503,3,7,18
KINGSTON RD,503,3,8,22
KINGSTON RD,503,3,9,24
KINGSTON RD,503,3,10,25
KINGSTON RD,503,3,11,25
KINGSTON RD,503,3,12,25
KINGSTON RD,503,3,13,25
KINGSTON RD,503,3,14,26
KINGSTON RD,503,3,15,26
KINGSTON RD,503,3,16,26
KINGSTON RD,503,3,17,26
KINGSTON RD,503,3,18,25
KINGSTON RD,503,3,19,25
KINGSTON RD,503,3,20,24
KINGSTON RD,503,3,21,24
KINGSTON RD,503,3,22,23
KINGSTON RD,503,3,23,23
KINGSTON RD,503,3,24,21
KINGSTON RD,503,3,25,18
KINGSTON RD,503,3,26,7
KINGSTON RD,503,4,4,1
KINGSTON RD,503,4,5,6
KINGSTON RD,503,4,6,13
KINGSTON RD,503,4,7,18
KINGSTON RD,503,4,8,22
KINGSTON RD,503,4,9,24
KINGSTON RD,503,4,10,25
KINGSTON RD,503,4,11,25
KINGSTON RD,503,4,12,25
KINGSTON RD,503,4,13,25
KINGSTON RD,503,4,14,26
KINGSTON RD,503,4,15,26
KINGSTON RD,503,4,16,26
KINGSTON RD,503,4,17,26
KINGSTON RD,503,4,18,25
KINGSTON RD,503,4,19,25
KINGSTON RD,503,4,20,24
KINGSTON RD,503,4,21,24
KINGSTON RD,503,4,22,23
KINGSTON RD,503,4,23,23
KINGSTON RD,503,4,24,21
KINGSTON RD,503,4,25,18
KINGSTON RD,503,4,26,7
KING,504,1,3,1
KING,504,1,4,19
KING,504,1,5,53
KING,504,1,6,60
KING,504,1,7,73
KING,504,1,8,80
KING,504,1,9,82
KING,504,1,10,68
KING,504,1,11,60
KING,504,1,12,60
KING,504,1,13,60
KING,504,1,14,62
KING,504,1,15,67
KING,504,1,16,67
KING,504,1,17,68
KING,504,1,18,68
KING,504,1,19,67
KING,504,1,20,61
KING,504,1,21,60
KING,504,1,22,60
KING,504,1,23,56
KING,504,1,24,55
KING,504,1,25,55
KING,504,1,26,36
KING,504,1,27,10
KING,504,1,28,1
KING,504,2,4,16
KING,504,2,5,52
KING,504,2,6,55
KING,504,2,7,56
KING,504,2,8,56
KING,504,2,9,58
KING,504,2,10,58
KING,504,2,11,61
KING,504,2,12,66
KING,504,2,13,67
KING,504,2,14,67
KING,504,2,15,67
KING,504,2,16,67
KING,504,2,17,67
KING,504,2,18,67
KING,504,2,19,61
KING,504,2,20,58
KING,504,2,21,59
KING,504,2,22,59
KING,504,2,23,57
KING,504,2,24,57
KING,504,2,25,56
KING,504,2,26,36
KING,504,2,27,9
KING,504,3,4,5
KING,504,3,5,26
KING,504,3,6,29
KING,504,3,7,30
KING,504,3,8,44
KING,504,3,9,58
KING,504,3,10,59
KING,504,3,11,61
KING,504,3,12,63
KING,504,3,13,64
KING,504,3,14,64
KING,504,3,15,64
KING,504,3,16,64
KING,504,3,17,64
KING,504,3,18,63
KING,504,3,19,61
KING,504,3,20,60
KING,504,3,21,59
KING,504,3,22,59
KING,504,3,23,56
KING,504,3,24,56
KING,504,3,25,56
KING,504,3,26,36
KING,504,3,27,7
KING,504,4,4,11
KING,504,4,5,41
KING,504,4,6,44
KING,504,4,7,43
KING,504,4,8,50
KING,504,4,9,58
KING,504,4,10,59
KING,504,4,11,61
KING,504,4,12,63
KING,504,4,13,64
KING,504,4,14,64
KING,504,4,15,64
KING,504,4,16,64
KING,504,4,17,64
KING,504,4,18,63
KING,504,4,19,62
KING,504,4,20,60
KING,504,4,21,59
KING,504,4,22,59
KING,504,4,23,56
KING,504,4,24,56
KING,504,4,25,56
KING,504,4,26,36
KING,504,4,27,7
DUNDAS,505,1,4,8
DUNDAS,505,1,5,18
DUNDAS,505,1,6,22
DUNDAS,505,1,7,24
DUNDAS,505,1,8,23
DUNDAS,505,1,9,26
DUNDAS,505,1,10,25
DUNDAS,505,1,11,25
DUNDAS,505,1,12,25
DUNDAS,505,1,13,25
DUNDAS,505,1,14,25
DUNDAS,505,1,15,26
DUNDAS,505,1,16,26
DUNDAS,505,1,17,26
DUNDAS,505,1,18,26
DUNDAS,505,1,19,26
DUNDAS,505,1,20,26
DUNDAS,505,1,21,24
DUNDAS,505,1,22,24
DUNDAS,505,1,23,23
DUNDAS,505,1,24,23
DUNDAS,505,1,25,14
DUNDAS,505,1,26,2
DUNDAS,505,2,4,5
DUNDAS,505,2,5,21
DUNDAS,505,2,6,22
DUNDAS,505,2,7,26
DUNDAS,505,2,8,29
DUNDAS,505,2,9,29
DUNDAS,505,2,10,30
DUNDAS,505,2,11,37
DUNDAS,505,2,12,42
DUNDAS,505,2,13,42
DUNDAS,505,2,14,41
DUNDAS,505,2,15,41
DUNDAS,505,2,16,41
DUNDAS,505,2,17,41
DUNDAS,505,2,18,38
DUNDAS,505,2,19,35
DUNDAS,505,2,20,32
DUNDAS,505,2,21,29
DUNDAS,505,2,22,26
DUNDAS,505,2,23,23
DUNDAS,505,2,24,23
DUNDAS,505,2,25,14
DUNDAS,505,2,26,2
DUNDAS,505,3,7,2
DUNDAS,505,3,8,15
DUNDAS,505,3,9,24
DUNDAS,505,3,10,24
DUNDAS,505,3,11,30
DUNDAS,505,3,12,30
DUNDAS,505,3,13,31
DUNDAS,505,3,14,31
DUNDAS,505,3,15,31
DUNDAS,505,3,16,31
DUNDAS,505,3,17,31
DUNDAS,505,3,18,31
DUNDAS,505,3,19,29
DUNDAS,505,3,20,26
DUNDAS,505,3,21,23
DUNDAS,505,3,22,24
DUNDAS,505,3,23,22
DUNDAS,505,3,24,22
DUNDAS,505,3,25,9
DUNDAS,505,4,4,3
DUNDAS,505,4,5,14
DUNDAS,505,4,6,18
DUNDAS,505,4,7,22
DUNDAS,505,4,8,23
DUNDAS,505,4,9,24
DUNDAS,505,4,10,24
DUNDAS,505,4,11,30
DUNDAS,505,4,12,30
DUNDAS,505,4,13,31
DUNDAS,505,4,14,31
DUNDAS,505,4,15,31
DUNDAS,505,4,16,31
DUNDAS,505,4,17,31
DUNDAS,505,4,18,31
DUNDAS,505,4,19,29
DUNDAS,505,4,20,26
DUNDAS,505,4,21,23
DUNDAS,505,4,22,24
DUNDAS,505,4,23,22
DUNDAS,505,4,24,22
DUNDAS,505,4,25,9
CARLTON,506,1,3,1
CARLTON,506,1,4,10
CARLTON,506,1,5,28
CARLTON,506,1,6,29
CARLTON,506,1,7,29
CARLTON,506,1,8,30
CARLTON,506,1,9,29
CARLTON,506,1,10,30
CARLTON,506,1,11,31
CARLTON,506,1,12,30
CARLTON,506,1,13,30
CARLTON,506,1,14,31
CARLTON,506,1,15,32
CARLTON,506,1,16,32
CARLTON,506,1,17,32
CARLTON,506,1,18,32
CARLTON,506,1,19,32
CARLTON,506,1,20,35
CARLTON,506,1,21,30
CARLTON,506,1,22,29
CARLTON,506,1,23,30
CARLTON,506,1,24,29
CARLTON,506,1,25,22
CARLTON,506,1,26,9
CARLTON,506,2,4,2
CARLTON,506,2,5,16
CARLTON,506,2,6,28
CARLTON,506,2,7,28
CARLTON,506,2,8,28
CARLTON,506,2,9,29
CARLTON,506,2,10,31
CARLTON,506,2,11,36
CARLTON,506,2,12,38
CARLTON,506,2,13,40
CARLTON,506,2,14,40
CARLTON,506,2,15,40
CARLTON,506,2,16,40
CARLTON,506,2,17,40
CARLTON,506,2,18,40
CARLTON,506,2,19,37
CARLTON,506,2,20,40
CARLTON,506,2,21,34
CARLTON,506,2,22,34
CARLTON,506,2,23,32
CARLTON,506,2,24,28
CARLTON,506,2,25,20
CARLTON,506,2,26,8
CARLTON,506,3,6,1
CARLTON,506,3,7,11
CARLTON,506,3,8,22
CARLTON,506,3,9,29
CARLTON,506,3,10,29
CARLTON,506,3,11,30
CARLTON,506,3,12,31
CARLTON,506,3,13,29
CARLTON,506,3,14,31
CARLTON,506,3,15,31
CARLTON,506,3,16,31
CARLTON,506,3,17,31
CARLTON,506,3,18,30
CARLTON,506,3,19,30
CARLTON,506,3,20,32
CARLTON,506,3,21,29
CARLTON,506,3,22,29
CARLTON,506,3,23,29
CARLTON,506,3,24,26
CARLTON,506,3,25,17
CARLTON,506,3,26,4
CARLTON,506,4,4,5
CARLTON,506,4,5,21
CARLTON,506,4,6,27
CARLTON,506,4,7,28
CARLTON,506,4,8,28
CARLTON,506,4,9,29
CARLTON,506,4,10,29
CARLTON,506,4,11,30
CARLTON,506,4,12,31
CARLTON,506,4,13,29
CARLTON,506,4,14,31
CARLTON,506,4,15,31
CARLTON,506,4,16,31
CARLTON,506,4,17,31
CARLTON,506,4,18,30
CARLTON,506,4,19,30
CARLTON,506,4,20,32
CARLTON,506,4,21,29
CARLTON,506,4,22,29
CARLTON,506,4,23,29
CARLTON,506,4,24,26
CARLTON,506,4,25,17
CARLTON,506,4,26,4
LONG BRANCH,507,1,4,4
LONG BRANCH,507,1,5,20
LONG BRANCH,507,1,6,19
LONG BRANCH,507,1,7,18
LONG BRANCH,507,1,8,18
LONG BRANCH,507,1,9,18
LONG BRANCH,507,1,10,18
LONG BRANCH,507,1,11,18
LONG BRANCH,507,1,12,18
LONG BRANCH,507,1,13,18
LONG BRANCH,507,1,14,18
LONG BRANCH,507,1,15,18
LONG BRANCH,507,1,16,18
LONG BRANCH,507,1,17,18
LONG BRANCH,507,1,18,18
LONG BRANCH,507,1,19,19
LONG BRANCH,507,1,20,18
LONG BRANCH,507,1,21,18
LONG BRANCH,507,1,22,11
LONG BRANCH,507,1,23,2
LONG BRANCH,507,2,4,4
LONG BRANCH,507,2,5,16
LONG BRANCH,507,2,6,16
LONG BRANCH,507,2,7,16
LONG BRANCH,507,2,8,16
LONG BRANCH,507,2,9,18
LONG BRANCH,507,2,10,18
LONG BRANCH,507,2,11,18
LONG BRANCH,507,2,12,18
LONG BRANCH,507,2,13,18
LONG BRANCH,507,2,14,18
LONG BRANCH,507,2,15,18
LONG BRANCH,507,2,16,18
LONG BRANCH,507,2,17,18
LONG BRANCH,507,2,18,18
LONG BRANCH,507,2,19,18
LONG BRANCH,507,2,20,17
LONG BRANCH,507,2,21,16
LONG BRANCH,507,2,22,7
LONG BRANCH,507,3,4,4
LONG BRANCH,507,3,5,14
LONG BRANCH,507,3,6,14
LONG BRANCH,507,3,7,14
LONG BRANCH,507,3,8,16
LONG BRANCH,507,3,9,18
LONG BRANCH,507,3,10,17
LONG BRANCH,507,3,11,18
LONG BRANCH,507,3,12,18
LONG BRANCH,507,3,13,18
LONG BRANCH,507,3,14,18
LONG BRANCH,507,3,15,18
LONG BRANCH,507,3,16,18
LONG BRANCH,507,3,17,18
LONG BRANCH,507,3,18,19
LONG BRANCH,507,3,19,18
LONG BRANCH,507,3,20,18
LONG BRANCH,507,3,21,18
LONG BRANCH,507,3,22,9
LONG BRANCH,507,4,4,4
LONG BRANCH,507,4,5,14
LONG BRANCH,507,4,6,14
LONG BRANCH,507,4,7,14
LONG BRANCH,507,4,8,16
LONG BRANCH,507,4,9,18
LONG BRANCH,507,4,10,17
LONG BRANCH,507,4,11,18
LONG BRANCH,507,4,12,18
LONG BRANCH,507,4,13,18
LONG BRANCH,507,4,14,18
LONG BRANCH,507,4,15,18
LONG BRANCH,507,4,16,18
LONG BRANCH,507,4,17,18
LONG BRANCH,507,4,18,19
LONG BRANCH,507,4,19,18
LONG BRANCH,507,4,20,18
LONG BRANCH,507,4,21,18
LONG BRANCH,507,4,22,9
LAKE SHORE,508,1,6,5
LAKE SHORE,508,1,7,8
LAKE SHORE,508,1,8,6
LAKE SHORE,508,1,9,2
LAKE SHORE,508,1,15,2
LAKE SHORE,508,1,16,7
LAKE SHORE,508,1,17,8
LAKE SHORE,508,1,18,8
LAKE SHORE,508,1,19,5
LAKE SHORE,508,1,20,1
HARBOURFRONT,509,1,5,5
HARBOURFRONT,509,1,6,17
HARBOURFRONT,509,1,7,18
HARBOURFRONT,509,1,8,19
HARBOURFRONT,509,1,9,18
HARBOURFRONT,509,1,10,19
HARBOURFRONT,509,1,11,19
HARBOURFRONT,509,1,12,18
HARBOURFRONT,509,1,13,19
HARBOURFRONT,509,1,14,19
HARBOURFRONT,509,1,15,17
HARBOURFRONT,509,1,16,18
HARBOURFRONT,509,1,17,18
HARBOURFRONT,509,1,18,17
HARBOURFRONT,509,1,19,18
HARBOURFRONT,509,1,20,16
HARBOURFRONT,509,1,21,16
HARBOURFRONT,509,1,22,16
HARBOURFRONT,509,1,23,16
HARBOURFRONT,509,1,24,16
HARBOURFRONT,509,1,25,11
HARBOURFRONT,509,2,5,6
HARBOURFRONT,509,2,6,16
HARBOURFRONT,509,2,7,16
HARBOURFRONT,509,2,8,16
HARBOURFRONT,509,2,9,16
HARBOURFRONT,509,2,10,16
HARBOURFRONT,509,2,11,16
HARBOURFRONT,509,2,12,18
HARBOURFRONT,509,2,13,18
HARBOURFRONT,509,2,14,19
HARBOURFRONT,509,2,15,18
HARBOURFRONT,509,2,16,18
HARBOURFRONT,509,2,17,19
HARBOURFRONT,509,2,18,18
HARBOURFRONT,509,2,19,18
HARBOURFRONT,509,2,20,19
HARBOURFRONT,509,2,21,18
HARBOURFRONT,509,2,22,19
HARBOURFRONT,509,2,23,17
HARBOURFRONT,509,2,24,16
HARBOURFRONT,509,2,25,12
HARBOURFRONT,509,3,5,3
HARBOURFRONT,509,3,6,11
HARBOURFRONT,509,3,7,11
HARBOURFRONT,509,3,8,16
HARBOURFRONT,509,3,9,16
HARBOURFRONT,509,3,10,16
HARBOURFRONT,509,3,11,17
HARBOURFRONT,509,3,12,18
HARBOURFRONT,509,3,13,19
HARBOURFRONT,509,3,14,18
HARBOURFRONT,509,3,15,19
HARBOURFRONT,509,3,16,19
HARBOURFRONT,509,3,17,18
HARBOURFRONT,509,3,18,19
HARBOURFRONT,509,3,19,18
HARBOURFRONT,509,3,20,16
HARBOURFRONT,509,3,21,16
HARBOURFRONT,509,3,22,16
HARBOURFRONT,509,3,23,16
HARBOURFRONT,509,3,24,16
HARBOURFRONT,509,3,25,13
HARBOURFRONT,509,4,5,3
HARBOURFRONT,509,4,6,11
HARBOURFRONT,509,4,7,11
HARBOURFRONT,509,4,8,16
HARBOURFRONT,509,4,9,16
HARBOURFRONT,509,4,10,16
HARBOURFRONT,509,4,11,17
HARBOURFRONT,509,4,12,18
HARBOURFRONT,509,4,13,19
HARBOURFRONT,509,4,14,18
HARBOURFRONT,509,4,15,19
HARBOURFRONT,509,4,16,19
HARBOURFRONT,509,4,17,18
HARBOURFRONT,509,4,18,19
HARBOURFRONT,509,4,19,18
HARBOURFRONT,509,4,20,16
HARBOURFRONT,509,4,21,16
HARBOURFRONT,509,4,22,16
HARBOURFRONT,509,4,23,16
HARBOURFRONT,509,4,24,16
HARBOURFRONT,509,4,25,13
LESLIE,51,1,5,4
LESLIE,51,1,6,8
LESLIE,51,1,7,9
LESLIE,51,1,8,10
LESLIE,51,1,9,10
LESLIE,51,1,10,9
LESLIE,51,1,11,8
LESLIE,51,1,12,8
LESLIE,51,1,13,8
LESLIE,51,1,14,8
LESLIE,51,1,15,8
LESLIE,51,1,16,9
LESLIE,51,1,17,9
LESLIE,51,1,18,10
LESLIE,51,1,19,9
LESLIE,51,1,20,8
LESLIE,51,1,21,8
LESLIE,51,1,22,8
LESLIE,51,1,23,7
LESLIE,51,1,24,7
LESLIE,51,1,25,4
LESLIE,51,2,5,1
LESLIE,51,2,6,5
LESLIE,51,2,7,6
LESLIE,51,2,8,6
LESLIE,51,2,9,7
LESLIE,51,2,10,8
LESLIE,51,2,11,9
LESLIE,51,2,12,8
LESLIE,51,2,13,9
LESLIE,51,2,14,8
LESLIE,51,2,15,8
LESLIE,51,2,16,9
LESLIE,51,2,17,8
LESLIE,51,2,18,9
LESLIE,51,2,19,7
LESLIE,51,2,20,7
LESLIE,51,2,21,7
LESLIE,51,2,22,7
LESLIE,51,2,23,7
LESLIE,51,2,24,7
LESLIE,51,2,25,4
LESLIE,51,3,7,4
LESLIE,51,3,8,7
LESLIE,51,3,9,10
LESLIE,51,3,10,8
LESLIE,51,3,11,10
LESLIE,51,3,12,8
LESLIE,51,3,13,9
LESLIE,51,3,14,8
LESLIE,51,3,15,9
LESLIE,51,3,16,8
LESLIE,51,3,17,9
LESLIE,51,3,18,8
LESLIE,51,3,19,8
LESLIE,51,3,20,7
LESLIE,51,3,21,7
LESLIE,51,3,22,7
LESLIE,51,3,23,7
LESLIE,51,3,24,7
LESLIE,51,3,25,4
LESLIE,51,4,5,2
LESLIE,51,4,6,6
LESLIE,51,4,7,10
LESLIE,51,4,8,8
LESLIE,51,4,9,10
LESLIE,51,4,10,8
LESLIE,51,4,11,10
LESLIE,51,4,12,8
LESLIE,51,4,13,9
LESLIE,51,4,14,8
LESLIE,51,4,15,9
LESLIE,51,4,16,8
